fid,habitat type,area_km2
"951",fore,0.0229657464201562
"952",fore,0.0304231470821351
"953",mead,0.00859335692796111
"954",bvil,0.108395209397875
"955",gard,0.00993802504056692
"956",bind,0.00665218031984568
"957",bind,0.0155952317207195
"958",gree,0.021586174796991
"959",mead,0.0121118580411524
"960",tran,0.0588522913323687
"961",bind,0.161158329630777
"962",bind,0.139905243858516
"963",tran,0.0120778176176893
"964",bind,0.0087496204842031
"965",bvil,0.00690870753149688
"966",bind,0.00679192273612879
"967",gard,0.0303155173790194
"968",rude,0.0031686072818581
"969",bind,0.00236757318305224
"970",gard,0.00583169467959553
"971",wate,0.0030646598605942
"972",mead,0.0231962191203758
"973",gard,0.0170326256800294
"974",gard,0.0571279943305049
"975",gard,0.00822869181503355
"976",mead,0.00639817801642418
"977",bind,0.230433317324728
"978",tran,0.0232953333294168
"979",mead,0.0194311416936964
"980",mead,0.00603970026446506
"981",infr,0.0493894867976699
"982",gree,0.0392531598134786
"983",mead,0.00870020101213455
"984",rude,0.0197840920531452
"985",rude,0.0199718961859196
"986",agro,0.0285186462460486
"987",gree,0.0159633619010597
"988",gree,0.0129063126567993
"989",gree,0.00811834458629414
"990",bvil,0.214240523171409
"991",wade,0.0107913509952282
"992",wate,0.0188663504198492
"993",gard,0.0369696221801043
"994",rude,0.00795751197803579
"995",gard,0.02558009632691
"996",bvil,0.0286893970132191
"997",agro,0.0235259041930847
"998",rude,0.0629545691698566
"999",rude,0.0072147713183295
"1000",rude,0.0101145729560815
"1001",rude,0.0131501179387267
"1002",rude,0.053030197335925
"1003",mead,0.00337450600620732
"1004",wate,0.0329479878484011
"1005",wade,0.048995725669682
"1006",mead,0.0713422227448337
"1007",wade,0.0544648334192187
"1008",bind,0.0774869102292722
"1009",mead,0.0311561212674007
"1010",rude,0.271718102733649
"1011",wate,0.0243684591980567
"1012",wate,0.0212125500545651
"1013",bind,0.0311882197481077
"1014",wate,0.00909463169498742
"1015",rude,0.116687652783986
"1016",mead,0.0131961317951083
"1017",mead,0.0149945923768878
"1018",rude,0.0339533276329786
"1019",wade,0.0129992594236475
"1020",mead,0.0876238820209014
"1021",rude,0.0142901971090157
"1022",mead,0.0318226748688687
"1023",bind,0.0277845010623867
"1024",bind,0.0113672525252327
"1025",wate,0.0120500157902231
"1026",bind,0.0279438961067982
"1027",tran,0.0187500745675936
"1028",bind,0.0301519073831402
"1029",bind,0.0347252959430516
"1030",tran,0.0166857837085873
"1031",bind,0.0232528008631989
"1032",bind,0.137131060422748
"1033",bind,0.00449414120863285
"1034",gard,0.0132444180184007
"1035",rude,0.0223569313988686
"1036",mead,0.0205589235702753
"1037",gard,0.0228603197256944
"1038",gard,0.00605186107808724
"1039",mead,0.0104309567786434
"1040",mead,0.0177674072279744
"1041",wate,0.063959186486274
"1042",wate,0.00375067725209892
"1043",bind,0.0130195503917933
"1044",mead,0.0145718875812218
"1045",wade,0.039941090495117
"1046",rude,0.0134538638657182
"1047",rude,0.0818251405680478
"1048",gard,0.0428843935453855
"1049",rude,0.0282811685404181
"1050",gard,0.032137296426028
"1051",rude,0.0851736763747036
"1052",rude,0.0624305792540163
"1053",gard,0.00598513488750905
"1054",gard,0.0137976424668767
"1055",rude,0.0408024936610684
"1056",fore,0.985729179585427
"1057",gard,0.00360223888152838
"1058",bind,0.611324700445782
"1059",bind,0.000716616972703487
"1060",bvil,0.000773073168881238
"1061",tran,0.00395555627043918
"1062",infr,0.0352016600719653
"1063",bvil,0.0634445411389694
"1064",bvil,0.0849010418203808
"1065",bind,0.0432319659829671
"1066",rude,0.00141919246804714
"1067",bvil,0.0229638480120003
"1068",rude,0.0215559678415228
"1069",mead,0.00170396308396012
"1070",gard,0.109033459627485
"1071",gree,0.0980921952845901
"1072",tran,0.0202814062750544
"1073",bhig,0.0279570773996562
"1074",bind,0.0480407988346964
"1075",bvil,0.040308535430193
"1076",bind,0.125029639464766
"1077",bind,0.0367570841373652
"1078",bcen,0.0483565715974048
"1079",bcen,0.502000650317669
"1080",bvil,0.0528226825499982
"1081",bind,0.00805741037306189
"1082",bcen,0.0219786213110313
"1083",bind,0.0543431639442854
"1084",gree,0.0928022495225854
"1085",bvil,0.00243692401521653
"1086",bhig,0.0568262392997127
"1087",bhig,0.0729319900730106
"1088",bind,0.100989028087579
"1089",bcen,0.574231117999322
"1090",bind,0.0150541367337368
"1091",bcen,0.0130117836431637
"1092",bcen,0.028270474158749
"1093",tran,0.0481880568936663
"1094",infr,0.0429684195738248
"1095",gree,0.00621501956736296
"1096",bind,0.0565195138256885
"1097",bhig,0.133963079848632
"1098",infr,0.00393458314108476
"1099",infr,0.015258837876346
"1100",gree,0.0268551399018615
"1101",gree,0.0132722133471407
"1102",tran,0.0581383041865081
"1103",infr,0.00295054932139814
"1104",bvil,0.0126669689948633
"1105",bind,0.0191360881468207
"1106",bhig,0.0190124391284808
"1107",bhig,0.0063921424330622
"1108",bhig,0.0167799712426662
"1109",bvil,0.101889996155158
"1110",bhig,0.352208329004467
"1111",bhig,0.0228983821818829
"1112",bvil,0.190505375690833
"1113",tran,0.0282190122179128
"1114",infr,0.0190320888957977
"1115",rude,0.0313674996074624
"1116",gree,0.00332372077899519
"1117",wate,0.00478376980702579
"1118",bind,0.298046270070523
"1119",bvil,0.0468137036606958
"1120",gree,0.0554642958594859
"1121",rude,0.0160610990784764
"1122",infr,0.0122666148390323
"1123",bhig,0.143486004974121
"1124",bvil,0.00821998590797372
"1125",bind,0.019449335066095
"1126",bhig,0.0239514806459211
"1127",gree,0.0177614567112029
"1128",bhig,0.00513158734684438
"1129",bvil,0.0682179059358742
"1130",bvil,0.00743088872750103
"1131",tran,0.0259622758251037
"1132",bhig,0.0425792143057138
"1133",bind,0.226223822711814
"1134",bhig,0.0286159299464449
"1135",infr,0.0107450185225904
"1136",rude,0.0190619319403544
"1137",bhig,0.0508380738473479
"1138",rude,0.0267864758567121
"1139",agro,0.0219765793993063
"1140",gard,0.0406399897563644
"1141",gard,0.0364687292868737
"1142",bvil,0.0427044902059492
"1143",bind,0.0449413367316797
"1144",bind,0.015149413251929
"1145",brur,0.0375571634679735
"1146",fore,0.00680463172740489
"1147",rude,0.0391400163838416
"1148",bind,0.0769116049220413
"1149",bhig,0.052500690004468
"1150",bind,0.169136709461585
"1151",tran,0.0275486179712135
"1152",bind,0.589615844806418
"1153",tran,0.0133622742239777
"1154",bind,0.281688663111411
"1155",brur,0.0874115307279052
"1156",tran,0.151877484375218
"1157",bind,0.0889674596131295
"1158",bhig,0.0457095292048454
"1159",bhig,0.0891974092555642
"1160",bhig,0.214237321775373
"1161",bvil,0.0307357550855093
"1162",bhig,0.0111512512738109
"1163",bind,0.0356332965686098
"1164",brur,0.0469261723218402
"1165",bhig,0.00555114339502156
"1166",bhig,0.00651807639508322
"1167",brur,0.0461230397266448
"1168",bind,0.0820732965348195
"1169",brur,0.0858622827303056
"1170",gree,0.0110861794303879
"1171",bind,0.00517890275985748
"1172",gard,0.00727215757517703
"1173",gard,0.0230524277173951
"1174",rude,0.012498809925152
"1175",tran,0.0886148138139062
"1176",bind,0.238332166403204
"1177",bind,0.00826459652788751
"1178",rude,0.0329204951372743
"1179",gree,0.00942446657157317
"1180",bhig,0.0377130594464913
"1181",gard,0.0135440658250973
"1182",rude,0.00449174303725362
"1183",rude,0.0875036790212989
"1184",gard,0.0495064175680652
"1185",bind,0.425967002047583
"1186",gard,0.00338331192824245
"1187",tran,0.0996529437776618
"1188",bind,0.051692266704075
"1189",wate,0.0156572533998489
"1190",bind,0.0256378698438033
"1191",gree,0.0100501254541874
"1192",bhig,0.243633882928655
"1193",gree,0.00914308300507814
"1194",gree,0.0140187189826295
"1195",gree,0.0146382297683246
"1196",tran,0.00857932411141321
"1197",rude,0.00756035770002753
"1198",infr,0.0460802012745887
"1199",infr,0.0162740016444325
"1200",gree,0.00472411829975247
"1201",gree,0.0220877392913923
"1202",bhig,0.0277510695283338
"1203",bind,0.107746705711789
"1204",bvil,0.0515689962017387
"1205",bvil,0.0193304374781698
"1206",bhig,0.0568363593232855
"1207",bind,0.00898864006108604
"1208",rude,0.0255067258213572
"1209",bind,0.159092697229862
"1210",bhig,0.110623398534134
"1211",gree,0.0698598172897696
"1212",wate,0.0129565137984008
"1213",rude,0.0442695063052028
"1214",bind,0.0218059375069533
"1215",tran,0.0741155180573016
"1216",bhig,0.199444521245055
"1217",rude,0.0110554492873233
"1218",bhig,0.0498304129636511
"1219",bhig,0.174974592632089
"1220",bind,0.0256471961827204
"1221",bind,0.02879066037184
"1222",rude,0.0117776473972797
"1223",rude,0.0226215069425404
"1224",bind,0.0877788016024134
"1225",gard,0.0441714252434769
"1226",bvil,0.00991882244446874
"1227",tran,0.0427149627761543
"1228",rude,0.0792240781750921
"1229",gard,0.0375132087191492
"1230",gard,0.019226466680903
"1231",wate,0.0034389495152235
"1232",bhig,0.0265161383481547
"1233",mead,0.0267242623470649
"1234",bhig,0.00353581591156498
"1235",rude,0.0115197938066646
"1236",bind,0.00139799697713181
"1237",bind,0.157903357815387
"1238",wate,0.00120948052348569
"1239",mead,0.0274695688674785
"1240",mead,0.00542495076829195
"1241",infr,0.0995842766074538
"1242",gard,0.0174973011639118
"1243",bind,0.0771419880099706
"1244",infr,0.0469996326329075
"1245",gree,0.0278390224372484
"1246",fore,0.0117478047032058
"1247",gree,0.0230802828656398
"1248",rude,0.0108853347043693
"1249",bhig,0.00549147840874642
"1250",bhig,0.235311603380878
"1251",tran,0.133596956074502
"1252",bind,0.0130100183731429
"1253",wate,0.0094026854105331
"1254",bhig,0.00277949225725234
"1255",gard,0.0358188294259608
"1256",rude,0.00148635867732763
"1257",rude,0.0037616300265789
"1258",mead,0.00656686479836702
"1259",bhig,0.00905642812114209
"1260",mead,0.00460302981238812
"1261",rude,0.0173838674418926
"1262",brur,0.0911225558547862
"1263",bind,0.0419331204055101
"1264",infr,0.146875551382631
"1265",brur,0.0301285721120425
"1266",gard,0.0184970974743515
"1267",bhig,0.0477921655951589
"1268",bhig,0.386717210366711
"1269",tran,0.043075499161236
"1270",bhig,0.0710232786537558
"1271",infr,0.00838140396547317
"1272",bhig,0.561820847414151
"1273",bvil,0.0940287587974817
"1274",brur,0.170797439182714
"1275",tran,0.0126243896525986
"1276",tran,0.0100463864093795
"1277",tran,0.0759300579314642
"1278",bhig,0.241572134153455
"1279",bhig,0.0198083882555366
"1280",tran,0.00077496690800041
"1281",bhig,0.477918425982907
"1282",bvil,0.0161984270211309
"1283",bind,0.0379229463777766
"1284",bhig,0.0117734959695935
"1285",bind,0.0299022806374431
"1286",bhig,0.211760960478768
"1287",bhig,0.0222598677192032
"1288",bvil,0.0816603476986587
"1289",brur,0.0687682475830913
"1290",bind,0.00838165283066034
"1291",bind,0.0579155462031923
"1292",bind,0.0558071737203971
"1293",bhig,0.0663286502743363
"1294",bvil,0.0271914949472994
"1295",bind,0.0146705267062336
"1296",wate,0.00865871706168353
"1297",rude,0.0194640889305174
"1298",gard,0.030684694531329
"1299",rude,0.047921681590315
"1300",bvil,0.0478195699530505
"1301",infr,0.0367253475432545
"1302",infr,0.0606995817187466
"1303",tran,0.0273889478980824
"1304",bhig,0.100118027655639
"1305",bhig,0.245151692677893
"1306",fore,0.400668265242204
"1307",brur,0.00650133480685949
"1308",gard,0.0108158331275135
"1309",rude,0.0679833680248149
"1310",bind,0.0143146806407608
"1311",infr,0.0629370116995573
"1312",rude,0.0219258214776553
"1313",bind,0.277864801306151
"1314",bhig,0.0138262301535346
"1315",brur,0.0731960643026456
"1316",gard,0.00823544601240754
"1317",rude,0.0111865348557085
"1318",mead,0.0253713203654513
"1319",bind,0.00486839762163162
"1320",bind,0.00326874756583571
"1321",bind,0.123785617142975
"1322",mead,0.0109354778498858
"1323",gard,0.0131062013277411
"1324",gard,0.095006739524737
"1325",gard,0.0552432244511843
"1326",gard,0.0308789925954863
"1327",brur,0.108841266905919
"1328",bind,0.163456941460777
"1329",agro,0.0171385799192935
"1330",gard,0.0162645569065958
"1331",bind,0.0588026830635443
"1332",mead,0.0314341696803793
"1333",bvil,0.0942076508763134
"1334",bind,0.0243910184416696
"1335",bind,0.0772380774673149
"1336",rude,0.00687954074680805
"1337",rude,0.016252841955781
"1338",rude,0.0625296888174694
"1339",mead,0.00681430007322133
"1340",gard,0.0112615977138225
"1341",gard,0.032418207710959
"1342",gard,0.0121717660533637
"1343",gard,0.0550595202627927
"1344",rude,0.0225128656106442
"1345",bind,0.0012376968078278
"1346",gard,0.0218605023266822
"1347",fore,0.560053966957152
"1348",brur,0.0787431467686892
"1349",agro,0.0146141623098552
"1350",brur,0.15890369656314
"1351",mead,0.0136046138063073
"1352",brur,0.0139291381148174
"1353",mead,0.00791590277543664
"1354",fore,0.977816960869104
"1355",gard,0.0160150675896676
"1356",wate,0.00461029891954921
"1357",brur,0.00112019105727598
"1358",gard,0.00359637561711669
"1359",brur,0.168440824744627
"1360",gard,0.00711441170419753
"1361",fore,0.798632003751308
"1362",wate,0.0302721967486218
"1363",fore,0.963326091213137
"1364",brur,0.00601351448345184
"1365",wate,0.0210207486674637
"1366",bind,0.0129524906085655
"1367",gard,0.0307524718980491
"1368",fore,0.12102108408995
"1369",fore,0.00578830753901601
"1370",gard,0.00961038256207108
"1371",fore,0.497614107931063
"1372",brur,0.300973458438493
"1373",mead,0.0154675063218027
"1374",gard,0.0247919133294523
"1375",rude,0.00830035739484429
"1376",brur,0.0315642852273732
"1377",fore,0.919461351945728
"1378",fore,0.393532106150541
"1379",wate,0.0336043045237511
"1380",rude,0.0726665468917973
"1381",wate,0.0130371732547395
"1382",bind,0.0424090364421997
"1383",gard,0.00391142877819017
"1384",gard,0.0223449109685421
"1385",bind,0.00535765242505632
"1386",brur,0.41269405033735
"1387",brur,0.458869807216965
"1388",gree,0.316207923966542
"1389",bhig,0.00922367809380591
"1390",bhig,0.0382780724199917
"1391",infr,0.0474650587764531
"1392",rude,0.112049115055344
"1393",mead,0.0387249413081966
"1394",gard,0.0774538281122707
"1395",fore,0.173658610328383
"1396",mead,0.0240260022546016
"1397",fore,0.0365091871692389
"1398",wate,0.0119787995837927
"1399",brur,0.0706560045272969
"1400",bvil,0.0404219458779544
"1401",rude,0.00419330551376939
"1402",infr,0.00184853158691712
"1403",fore,0.19517764065288
"1404",infr,0.0479611218470708
"1405",bhig,0.071488631317541
"1406",gree,0.231524771137433
"1407",bhig,0.016239385408774
"1408",tran,0.0140282130542956
"1409",bind,0.329392517613536
"1410",rude,0.08377125135516
"1411",bind,0.0165239643141478
"1412",tran,0.0588454189026318
"1413",gree,0.0195864961101413
"1414",bhig,0.307198613688357
"1415",bind,0.00974839351026528
"1416",infr,0.0213876507051289
"1417",bind,0.0916486157949381
"1418",gard,0.100940480342753
"1419",bhig,0.105381753986863
"1420",wate,0.00341241715756804
"1421",wate,0.00258151218755916
"1422",agro,0.00557404334507137
"1423",infr,0.0279053056051247
"1424",bvil,0.113262293472394
"1425",mead,0.0552716398941763
"1426",brur,0.0607768818114195
"1427",bind,0.00823222155915387
"1428",gard,0.166889032136979
"1429",tran,0.0525179521100745
"1430",bhig,0.04158192928987
"1431",bind,0.0773203543778658
"1432",rude,0.0241890718764663
"1433",rude,0.0220141152894348
"1434",bhig,0.0483654783149511
"1435",infr,0.0133462511831373
"1436",rude,0.017961833056137
"1437",bhig,0.52960766511783
"1438",bhig,0.00587203912930191
"1439",tran,0.0685939423012882
"1440",mead,0.294431431125231
"1441",rude,0.0712231643875614
"1442",tran,0.012789354285866
"1443",gard,0.00322470599138737
"1444",rude,0.113488247424036
"1445",infr,0.153749356518969
"1446",infr,0.00713081770528853
"1447",bhig,0.0714199638275057
"1448",rude,0.0850702614818532
"1449",infr,0.00591843274767138
"1450",gard,0.0214961247701831
"1451",gard,0.0530922656445019
"1452",rude,0.03807689755309
"1453",tran,0.237438199799906
"1454",bind,0.046786019412607
"1455",infr,0.131428439130992
"1456",brur,0.108220610420495
"1457",mead,0.0952325292460117
"1458",rude,0.0234914421710074
"1459",rude,0.0624759129052833
"1460",gree,0.0348900336092711
"1461",mead,0.0859164671509862
"1462",wate,0.0221897178364247
"1463",rude,0.0140046896078885
"1464",brur,0.081636656771861
"1465",brur,0.0317660984394252
"1466",tran,0.0317450697796196
"1467",mead,0.0444872862194702
"1468",ceme,0.0241658654960953
"1469",agro,0.086118358620137
"1470",gard,0.0242398656116519
"1471",gard,0.0161357931970432
"1472",rude,0.0337368534915037
"1473",mead,0.0264088180361837
"1474",gard,0.0608152939674407
"1475",rude,0.0561104547919184
"1476",agro,0.0149602575812191
"1477",rude,0.0061181635710001
"1478",gree,0.0084139009128958
"1479",brur,0.590501406461239
"1480",tran,0.0319587500098273
"1481",rude,0.0241515283881426
"1482",gard,0.00230521376396343
"1483",agro,0.0160539520089179
"1484",agro,0.0940162497629304
"1485",mead,0.00475528507500887
"1486",gard,0.00266069127960689
"1487",gard,0.00197404358003847
"1488",rude,0.823743958998806
"1489",agro,0.0120115240578465
"1490",infr,0.0725060521382391
"1491",wate,0.00714318331831694
"1492",brur,0.0439623717826009
"1493",brur,0.0311210137916952
"1494",gard,0.0297170585917085
"1495",brur,0.0368977248192281
"1496",brur,0.0238863184095137
"1497",brur,0.0189455761979371
"1498",gree,0.0431850394062293
"1499",gard,0.0271548017040417
"1500",gard,0.115473924181931
"1501",gard,0.00747775438854843
"1502",rude,0.132454034133419
"1503",rude,0.0795817434491324
"1504",rude,0.313261465531256
"1505",brur,0.00179167314928398
"1506",brur,0.00117184347130358
"1507",tran,0.0230069800480902
"1508",bhig,0.295192993388116
"1509",bvil,0.263539097558975
"1510",bind,0.0951264541513971
"1511",bhig,0.0496266014786279
"1512",tran,0.0191829580481267
"1513",bvil,0.122663326991576
"1514",bind,0.0637846788769662
"1515",bind,0.00748231058998406
"1516",gree,0.0282261741398014
"1517",fore,0.0318074697230235
"1518",fore,0.0796233323333263
"1519",gree,0.00935518007588386
"1520",tran,0.137856047085944
"1521",bind,0.073387781299606
"1522",bind,0.0113797671930306
"1523",bind,0.0208515520747229
"1524",gree,0.0708524990318194
"1525",fore,0.172887208447209
"1526",bind,0.363217955051022
"1527",bind,0.0433533616760746
"1528",bind,0.0166605244379304
"1529",bind,0.0274705741279982
"1530",tran,0.188769065490413
"1531",bind,0.0403894874988422
"1532",bhig,0.00505669184587896
"1533",bvil,0.0926594760381281
"1534",bind,0.227669179891549
"1535",bind,0.115973037894994
"1536",bvil,0.0878719317835849
"1537",bhig,0.207949792383822
"1538",bvil,0.00568693476489186
"1539",fore,0.00628006649685279
"1540",gree,0.0256685649518818
"1541",bhig,0.568380617873337
"1542",infr,0.0242953344200253
"1543",gard,0.00950864815211296
"1544",bind,0.010931149523139
"1545",mead,0.00674007024113834
"1546",gard,0.249033573803457
"1547",mead,0.0109423243679255
"1548",bvil,0.0221799955354035
"1549",bvil,0.00646558302932978
"1550",bvil,0.0507582825093791
"1551",bhig,0.0830454956900273
"1552",bvil,0.0261855639435053
"1553",bvil,0.00921025538958609
"1554",bind,0.0151796074922308
"1555",bind,0.00808298111475259
"1556",bvil,0.00705195036028326
"1557",bhig,0.0155253425135761
"1558",bvil,0.00824901447637379
"1559",tran,0.00825685141312517
"1560",gree,0.0671068833181858
"1561",wate,0.0157598759171143
"1562",gree,0.0146647672064304
"1563",gree,0.0166992614785768
"1564",bhig,0.0520990494954474
"1565",bhig,0.0037032468496915
"1566",bvil,0.659328935025439
"1567",bind,0.04474229309275
"1568",bind,0.0055898711297065
"1569",tran,0.136298715200096
"1570",bvil,0.00862911072952487
"1571",bhig,0.0322962554102205
"1572",bhig,0.0401097566911057
"1573",bind,0.0210981406455636
"1574",bvil,0.056256100419119
"1575",bvil,0.0481329912860394
"1576",bvil,0.00115090275527537
"1577",bind,0.399950211226152
"1579",tran,0.0137610571378898
"1580",bvil,0.0669182804678529
"1581",bvil,0.102571350649302
"1582",bind,0.00554412876706198
"1583",bind,0.00345195053064078
"1584",gree,0.0196796605168581
"1585",bind,0.175755690805376
"1586",gree,0.462136167137578
"1587",mead,0.0185249975606017
"1588",bhig,0.00451824207311869
"1589",bhig,0.123249216543138
"1590",bind,0.0284668246757984
"1591",rude,0.00815404489099979
"1592",rude,0.00980342704343796
"1593",tran,0.115399914781339
"1594",bind,0.051533124460876
"1595",bind,0.0308865013403296
"1596",bind,0.12399803334868
"1597",gree,0.0207030945333876
"1598",bvil,0.00278151503745094
"1599",bind,0.00393614175949991
"1600",mead,0.0119225522033311
"1601",gree,0.450421859781703
"1602",bind,0.00393074995815009
"1603",bhig,0.0191844645828903
"1604",gard,0.0389762200730219
"1605",gard,0.0215562182052582
"1606",infr,0.0340958079236341
"1607",bind,0.0162688059205636
"1608",bind,0.00802352168506384
"1609",infr,0.0813434344399944
"1610",bvil,0.00900312968067825
"1611",bhig,0.0139120626065135
"1612",rude,0.0178028943152428
"1613",rude,0.00608029770843685
"1614",infr,0.0783586837928556
"1615",tran,0.163359807479363
"1616",gree,0.0105358447829075
"1617",bvil,0.0154833336023465
"1618",gard,0.0966492872980498
"1619",bhig,0.0489340379072428
"1620",bind,0.103053976878747
"1621",bind,0.0155424120928049
"1622",gree,0.00843520337492228
"1623",brur,0.0126542277013697
"1624",rude,0.0127610104631726
"1625",gree,0.00471507203277014
"1626",gree,0.0445810413067117
"1627",gard,0.195404124475576
"1628",rude,0.0433006473130435
"1629",bvil,0.0918660383755462
"1630",bind,0.000911670245730318
"1631",infr,0.0371504230157882
"1632",bind,0.0429332157558203
"1633",bind,0.0176842066975981
"1634",rude,0.0337004342678785
"1635",tran,0.0168673642598055
"1636",rude,0.00144906781311892
"1637",gree,0.00964484488137998
"1638",brur,0.00574487020936236
"1639",gard,0.381337176317047
"1640",mead,0.0895987015527002
"1641",mead,0.025835206391573
"1642",mead,0.0191598996282518
"1643",rude,0.445290445016472
"1644",mead,0.00130678562544286
"1645",bind,0.003442361687975
"1646",tran,0.039486016250439
"1647",gree,0.186275164084641
"1648",bhig,0.0571239514518119
"1649",bvil,0.0600772223552819
"1650",infr,0.0379511550139785
"1651",bind,0.00541973194376938
"1652",bvil,0.0104235769653022
"1653",gard,0.0270017217738368
"1654",bhig,0.0450771953934431
"1655",tran,0.00227000160302408
"1656",bhig,0.00186876523001492
"1657",bhig,0.0249980160740772
"1658",bvil,0.0712982340741605
"1659",bvil,0.00242880409818888
"1660",bhig,0.401455964915305
"1661",bvil,0.0208391916065514
"1662",infr,0.00406818836992979
"1663",bvil,0.36502293484959
"1664",bhig,0.178035141081423
"1665",bhig,0.188410825699309
"1666",bhig,0.00148603113586083
"1667",gard,0.012080266545333
"1668",tran,0.0202283697935129
"1669",gard,0.0863743217733223
"1670",infr,0.0347763654560708
"1671",mead,0.00791349239982478
"1672",gard,0.0435180288417675
"1673",gree,0.0295687753728218
"1674",bvil,0.00673618068622053
"1675",bvil,0.0205066071897708
"1676",mead,0.0252267384925988
"1677",rude,0.015275586921379
"1678",gard,0.00950243373526633
"1679",gree,0.135113209143493
"1680",bvil,0.000696667001996189
"1681",tran,0.0190140329756355
"1682",wate,0.00441038639897108
"1683",gard,0.153444866482614
"1684",bvil,0.0226551955616772
"1685",rude,0.0160683775005192
"1686",gree,0.0567701572808064
"1687",fore,0.353563624290392
"1688",infr,0.0291491374095529
"1689",infr,0.0104148442881294
"1690",bhig,0.0200245639068633
"1691",gard,0.00648262465018965
"1692",rude,0.0260120444998741
"1693",bvil,0.0730475821643956
"1694",gard,0.0292627414022647
"1695",fore,0.290049469121464
"1696",rude,0.00707189323468506
"1697",bvil,0.0076686287705563
"1698",gree,0.00518046714129671
"1699",gard,0.294948202760229
"1700",bind,0.0459220229236633
"1701",brur,0.348825647183655
"1702",gard,0.0393768249508738
"1703",bind,0.105776820630493
"1704",gree,0.0131203119699061
"1705",tran,0.0314986701493999
"1706",rude,0.0906205077924877
"1707",bhig,0.0971509976175986
"1708",mead,0.0199559488257319
"1709",brur,0.578598771205509
"1710",gree,0.00897522426205873
"1711",mead,0.00968914900869876
"1712",rude,0.00497348203602433
"1713",bhig,0.0485631088434383
"1714",gard,0.00910074722456187
"1715",gard,0.0943112214775216
"1716",brur,0.495543068732772
"1717",gree,0.0343982472466677
"1718",gree,0.00535019987070933
"1719",ceme,0.0656914191002548
"1720",agro,0.215402614650676
"1721",brur,0.0108113284361959
"1722",bind,0.0205009787468761
"1723",fore,0.163355891138275
"1724",gard,0.0191790706878826
"1725",gard,0.00293021333974972
"1726",fore,0.154412373807531
"1727",gard,0.053309210991269
"1728",brur,0.606476283741472
"1729",gard,0.222468963933133
"1730",gard,0.0519228320344947
"1731",brur,0.00345904526822642
"1732",fore,0.360058488777623
"1733",fore,0.361751077549494
"1734",fore,0.110025487640942
"1735",fore,0.0412005179714263
"1736",bhig,0.00333850801825523
"1737",bhig,0.0266163113773838
"1738",bhig,0.189410360908093
"1739",gard,0.129637172445074
"1740",rude,0.00905930134519935
"1741",gard,0.0296607340962291
"1742",rude,0.0122016887019575
"1743",rude,0.0150980879109949
"1744",wate,0.00648275133085251
"1745",gard,0.015336126215294
"1746",gard,0.0319953463004231
"1747",gard,0.0306340248008966
"1748",brur,0.114753980787996
"1749",rude,0.028067658374859
"1750",fore,0.00444339364266396
"1751",gard,0.0317283859863169
"1752",bhig,0.00640179526251182
"1753",brur,0.112498208841465
"1754",bvil,0.000529379936307669
"1755",bhig,0.0568538179245815
"1756",bhig,0.0573329562208392
"1757",tran,0.031288510798512
"1758",gree,0.0496433779086173
"1759",gree,0.24830868772633
"1760",gard,0.00170625149902515
"1761",gard,0.110036784119399
"1762",infr,0.033160786836721
"1763",bind,0.0359507541811112
"1764",infr,0.00849928387641907
"1765",bvil,0.102062059548825
"1766",bhig,0.0169434930168688
"1767",gree,0.0131503170141689
"1768",rude,0.0172286249575652
"1769",rude,0.0167144234593138
"1770",rude,0.0237412879875749
"1771",brur,0.228088417648245
"1772",bind,0.0276306134602278
"1773",gard,0.00182418890718371
"1774",fore,0.0631683792200237
"1775",fore,0.0439678069303259
"1776",gard,0.863056060646653
"1777",fore,0.00582098247084767
"1778",gard,0.00380771515628695
"1779",gard,0.00236380208042264
"1780",brur,0.00809555301117897
"1781",brur,0.0236357059742305
"1782",gard,0.170318797377944
"1783",gree,0.0418393318526745
"1784",fore,0.743798309004061
"1785",gard,0.00375854713345319
"1786",fore,0.00132711092275754
"1787",fore,0.994582154431373
"1788",gard,0.156905456993364
"1789",gard,0.0255894784213863
"1790",fore,0.176564237983402
"1791",fore,0.200079667306125
"1792",rude,0.0167262871092334
"1793",gree,0.197331772955846
"1794",ceme,0.0079635625859946
"1795",ceme,0.016940574849315
"1796",ceme,0.201530805233944
"1797",ceme,0.0141561005246043
"1798",gard,0.0118962482260349
"1799",agro,0.117189107035606
"1800",mead,0.0166698583210707
"1801",fore,0.432022545968592
"1802",bind,0.0221082626757957
"1803",gard,0.385644890567765
"1804",gard,0.537130781706572
"1805",wate,0.00600953902376071
"1806",fore,0.401587079386503
"1807",gard,0.0075896397192888
"1808",brur,0.0473476108963937
"1809",fore,0.1473414136917
"1810",gard,0.299011625115804
"1811",fore,0.286364950965641
"1812",rude,0.0513806026283354
"1813",brur,0.215473000183718
"1814",tran,0.0629823639492216
"1815",rude,0.000725330293934792
"1816",brur,0.226578448944785
"1817",agro,0.0266292418577597
"1818",fore,0.175108533991143
"1819",gard,0.0151353926877305
"1820",gard,0.0174233549408391
"1821",bind,0.034266863954436
"1822",infr,0.00349131096307281
"1823",agro,0.0267001317603625
"1824",agro,0.00854781713495031
"1825",brur,0.0429268092566282
"1826",gree,0.0245352229667008
"1827",gree,0.00722391610020399
"1828",rude,0.00575553961895406
"1829",gree,0.00899371543428302
"1830",brur,0.312604339946806
