fid,habitat type,area_km2
"345",bhig,0.0680003589386344
"346",bind,0.0138280710819475
"348",rude,0.0528372931793667
"350",agro,0.216998864125565
"351",agro,0.00447479149322957
"353",rude,0.00922934849835187
"354",bind,0.021468126209572
"355",mead,0.0202344396766648
"356",mead,0.0120393921048082
"357",agro,0.00958707560712844
"358",rude,0.0167263656072356
"359",mead,0.0239707535020467
"360",brur,0.205874080898426
"362",bvil,0.0463326974811554
"363",tran,0.021719215233475
"364",agro,0.0292030130656958
"365",rude,0.105750611231722
"366",bind,0.00913205323779583
"367",agro,0.0533971529007554
"368",agro,0.0196553956249952
"369",gree,0.0531274088050947
"370",brur,0.347454969654478
"371",fore,0.0210024317998439
"372",bind,0.0763842483881563
"373",gree,0.0215749966850486
"374",rude,0.0623484312080294
"375",brur,0.752177131995684
"376",brur,0.0660982223324776
"377",gree,0.00534536428053677
"378",gree,0.0307204102001302
"379",bhig,0.0165049954081625
"380",bhig,0.0243361511962116
"381",bhig,0.0286430809479803
"382",agro,0.0729171195782125
"383",agro,0.198095298580468
"384",infr,0.0118095118211173
"385",rude,0.0698824570257664
"386",bind,0.0756574612606689
"387",bind,0.02676536419487
"388",bind,0.0737601533257365
"389",brur,0.216005859827995
"390",rude,0.0151070767590515
"391",brur,0.00626758791810833
"392",agro,0.0201550985474288
"393",rude,0.0846595782190952
"394",fore,0.540491631095454
"395",brur,0.211147745462328
"396",rude,0.0551066314602792
"397",bind,0.053466790605545
"398",agro,0.0673044150260538
"399",agro,0.0229594441546947
"400",rude,0.0720728789216876
"401",brur,0.26591800689315
"402",rude,0.00518102476680279
"403",ceme,0.0145142064327626
"404",fore,0.71398841211569
"405",gard,0.05322016431823
"406",bind,0.159346521909565
"407",gard,0.104629455654018
"408",gard,0.0246905973244011
"409",fore,0.0152850980281532
"410",brur,0.0795024121167958
"411",fore,0.2894834349038
"412",mead,0.0456937188838422
"413",rude,0.0214036572729945
"414",rude,0.0718971743409559
"415",fore,0.136183691783309
"416",ceme,0.0243136090930328
"417",fore,0.15910458860302
"418",agro,0.0047589982239306
"419",mead,0.054848592621739
"420",fore,0.0810832620835304
"421",gard,0.0570343116633147
"422",gard,0.0111935050348938
"423",brur,0.607229909179048
"424",gard,0.0937452359980047
"425",rude,0.0528807783201635
"426",fore,0.242346136265725
"427",mead,0.00785559579164162
"428",fore,0.602770267276324
"430",fore,0.999589871355474
"431",fore,0.779065232658594
"433",brur,0.0562617685345197
"434",bind,0.0138699416659474
"435",bvil,0.05116295868361
"436",gard,0.0225389729701877
"437",bind,0.0251650313664675
"438",tran,0.0189863965481706
"439",rude,0.0113660324608088
"440",bind,0.00596320153202862
"441",fore,0.304695311565757
"442",bind,0.0235701649023443
"443",fore,0.222950975111384
"444",bind,0.0265685345209837
"445",gree,0.0377385461601839
"446",bhig,0.0257002063234113
"447",ceme,0.0344354245947152
"448",bvil,0.0557219467239249
"449",gard,0.0106075201765299
"450",mead,0.0127769404825866
"451",bhig,0.0979730152323432
"452",bvil,0.0523243908220232
"453",mead,0.0236637650211528
"454",gree,0.0604839512086362
"455",gree,0.00990911710989475
"456",bind,0.476291970130485
"457",fore,0.0201017246165276
"458",gree,0.0715508390828222
"459",infr,0.0152358792396318
"460",bhig,0.265683628805472
"461",mead,0.0307157972567677
"462",infr,0.00589631945126504
"463",infr,0.109132952740654
"464",bvil,0.114120270192731
"465",bvil,0.0547903074387461
"466",bhig,0.0244210104776174
"467",gree,0.282044820685357
"468",bvil,0.056884747276593
"469",bhig,0.230697122832391
"470",rude,0.0670199947593641
"471",bhig,0.00421161664831638
"472",bvil,0.00488967417776585
"473",bvil,0.00649729984045029
"474",gree,0.142989248081125
"475",bind,0.0150476468336433
"476",bvil,0.00101756430086493
"477",gree,0.0101328844751492
"478",gree,0.0835756727583408
"479",bcen,0.277506881104022
"480",bhig,0.0370843561932966
"481",bhig,0.01019622014606
"482",gree,0.0508002422748543
"483",bvil,0.233404526772421
"484",bhig,0.279483284500025
"485",bcen,0.01787936304079
"486",bcen,0.448030538546443
"487",bcen,0.112295246517733
"488",bhig,0.302535996855669
"489",gree,0.0888274493565261
"490",bcen,0.0478946701723374
"491",bcen,0.460830380186126
"492",bhig,0.0574264370161351
"493",bhig,0.0624464328432381
"494",gree,0.0799026773527766
"495",gree,0.31673132823577
"496",bind,0.00229407805753406
"497",gree,0.0196474062250406
"498",gree,0.0702187357552275
"499",bvil,0.0797228296521753
"500",gree,0.0401275331103466
"501",gree,0.152543669156939
"502",bvil,0.0607445372753143
"503",bvil,0.0318483783684373
"504",bvil,0.0387299134187028
"505",gree,0.0447271568866521
"506",gree,0.0574036797093637
"507",bind,0.147341259209149
"508",bhig,0.243653480449013
"509",rude,0.0324435761659145
"510",bind,0.0965756501165554
"511",gree,0.0980699641266689
"512",bvil,0.00903179966830462
"513",tran,0.0272050362221152
"514",tran,0.010274986762166
"515",gree,0.165442948469721
"516",bhig,0.0720072282689065
"517",bhig,0.0417349365000427
"518",bhig,0.102189032767653
"519",bind,0.241910661687858
"520",bhig,0.0214913504890278
"521",bhig,0.0427949777555615
"522",bvil,0.0341649254590049
"523",gree,0.0919670879950374
"524",gree,0.256803211771924
"525",bcen,0.0142742941444404
"526",bind,0.00147894628708903
"527",bhig,0.0699734049143605
"528",bvil,0.0337425057945549
"529",bind,0.0623044544390291
"530",bhig,0.169704751180381
"531",bcen,0.174504786850343
"532",bvil,0.0583395069111586
"533",gree,0.0386672732094824
"534",bhig,0.0171476559556425
"535",gree,0.0370617629071064
"536",gree,0.0102009224431217
"537",gree,0.184781797555804
"538",gree,0.0185069530733377
"539",bind,0.0191056007539183
"540",bind,0.0071299915214479
"541",bcen,0.722821512103811
"543",bhig,0.111995585325748
"544",tran,0.0476323095683008
"545",bvil,0.357746166545331
"546",bhig,0.00700004296243191
"547",bhig,0.0113745514865126
"548",gree,0.0145309771440029
"549",infr,0.0509771395016313
"550",bhig,0.145042194182009
"551",bvil,0.00603281025871634
"552",bvil,0.201944387429994
"553",gree,0.0207913693266809
"554",gree,0.0169273869122081
"555",bhig,0.00775496691632271
"556",bvil,0.171693694185965
"557",tran,0.008756426239416
"558",bind,0.128607420171797
"559",bcen,0.0915714847217277
"560",bhig,0.012197956669867
"561",gree,0.0195375229604244
"562",bind,0.0975744563595653
"563",bvil,0.242149155681845
"564",tran,0.00510989392823353
"566",bind,0.0817194249739125
"567",bvil,0.139999138113379
"568",bhig,0.0100516337994933
"569",tran,0.0302662438391
"570",bind,0.140216031299233
"571",bind,0.0414095304767787
"572",gree,0.200945806404792
"573",bind,0.00897060412103683
"574",bind,0.0867781418381929
"575",bvil,0.0242276295525134
"576",bvil,0.0138065142664015
"577",bhig,0.112566812557437
"578",bhig,0.19067249681288
"579",tran,0.0634278743938459
"580",bind,0.0786102935346663
"581",bhig,0.062875121098116
"582",bhig,0.0106837706679404
"583",bvil,0.0166322454702333
"584",bhig,0.1278555244634
"585",bind,0.0284322528092116
"586",bvil,0.0407463193922937
"587",bhig,0.570391789773405
"588",tran,0.0114954662278248
"589",bhig,0.0516334231133014
"590",bind,0.146121800811425
"591",infr,0.187245701749749
"592",bvil,0.0720719769501015
"593",rude,0.0784843062207401
"594",gard,0.0606970793278441
"595",agro,0.0177836376406848
"596",bvil,0.0409907273307741
"597",gree,0.185335365376264
"598",gree,0.0165188548243046
"599",rude,0.00974105850815028
"600",rude,0.0451443352383077
"601",brur,0.0763838795600254
"602",gree,0.0511534882289171
"603",gree,0.112977586574547
"604",tran,0.0491465085100662
"605",bhig,0.0090852886775434
"606",bvil,0.0440497306914628
"607",bhig,0.570686742183387
"608",bind,0.0319181227161884
"609",bhig,0.00654263520283252
"610",bhig,0.124086650279634
"611",bind,0.00860799582058191
"612",bind,0.01162483714322
"613",bvil,0.0298261415036619
"614",tran,0.0152858902608752
"615",bvil,0.0560175432540178
"616",bind,0.0129545337213203
"617",bhig,0.419121624978669
"618",bhig,0.0615122771597244
"619",bvil,0.160979306037996
"620",bhig,0.0343926648949236
"621",bvil,0.0723857731226832
"622",bvil,0.0395213344916403
"623",bind,0.0774615328751123
"624",tran,0.0399660089301523
"625",bhig,0.326374141244296
"626",bvil,0.0300509347404987
"627",bvil,0.0348089491227865
"628",gree,0.153605740545452
"629",bind,0.00882757924592495
"630",bind,0.392995310981184
"631",tran,0.013059536889717
"632",infr,0.067342988446556
"633",tran,0.0400809385619145
"634",infr,0.0994924703478664
"635",bind,0.0418686842352822
"636",bhig,0.0686821002484839
"637",gard,0.00191791393254511
"638",gard,0.0855183978522867
"639",bhig,0.0266745509942696
"640",bhig,0.115654106374115
"641",bhig,0.103236913169168
"642",bind,0.349189677807517
"643",bind,0.101176120055705
"644",gard,0.239087455319405
"645",wate,0.00303871828890219
"646",wate,0.00797188549148245
"647",ceme,0.00562574849588424
"648",mead,0.0152885600458197
"649",mead,0.0522062461068332
"650",rude,0.0197588476409391
"651",agro,0.555509042587672
"652",gard,0.321676012258869
"653",gard,0.219686602066904
"654",ceme,0.00785614170312509
"655",rude,0.0236048832745925
"656",agro,0.0139301795608997
"657",rude,0.329587424025562
"658",agro,0.083300524619136
"659",gree,0.215283027819827
"660",tran,0.0881004817446209
"661",infr,0.0199632620948106
"662",infr,0.0323645862113722
"663",infr,0.0547752133297399
"664",bhig,0.0394226372375656
"665",bhig,0.278225100037626
"668",infr,0.0118045701973438
"669",bvil,0.385034537353411
"670",infr,0.0379902413927317
"671",bind,0.0860255449722633
"672",bind,0.222179414396659
"673",bhig,0.236017324510917
"674",infr,0.00769238509072363
"675",agro,0.0893427355278805
"676",rude,0.0575411338849515
"677",mead,0.288914899391726
"678",brur,0.0979668500333428
"680",agro,0.223295103945367
"681",rude,0.0583273368105143
"682",mead,0.0442949954152927
"683",bind,0.107649462758295
"684",brur,0.193415585556112
"685",fore,0.0476260639754385
"686",rude,0.124834122913629
"687",rude,0.00407920794677734
"688",brur,0.119421852431342
"689",brur,0.394360869435638
"690",wate,0.0115038985532364
"691",rude,0.0546129459998151
"692",brur,0.0404380184416398
"693",agro,0.202927021655681
"694",fore,0.208301059117615
"695",agro,0.00618000407185778
"696",agro,0.0646510860156389
"697",mead,0.0193358985737674
"698",brur,0.475348514762721
"699",brur,0.225893768257996
"700",fore,0.734202238913745
"701",brur,0.0442861650559157
"702",brur,0.0312625213781893
"703",agro,0.0283910887947157
"704",rude,0.0881360977127012
"705",mead,0.0709956844808757
"706",agro,0.00248204592251405
"707",mead,0.141832292151123
"708",rude,0.0102538229120374
"709",ceme,0.00292075618083403
"710",mead,0.0186019303842764
"711",agro,0.125875860768989
"712",fore,0.198198526802886
"713",rude,0.0220312095800741
"714",mead,0.0682413055652976
"715",brur,0.0670276175744804
"716",rude,0.0134526199299609
"717",rude,0.00653887408024818
"718",agro,0.310283799115095
"719",agro,0.0448256167264432
"720",fore,0.0214349255390987
"721",fore,0.0014117455390431
"722",rude,0.0628363178086914
"723",agro,0.00568088940414786
"724",mead,0.025137594415307
"725",fore,0.0144991824785471
"726",fore,0.838437001249075
"727",gard,0.0330584039981365
"728",agro,0.797123728839368
"729",agro,0.169597678558856
"730",fore,0.999734566795409
"731",fore,0.741311334654614
"732",wate,0.016178550372839
"733",agro,0.12021252487582
"734",mead,0.122005925090984
"735",fore,0.447761174522627
"736",fore,0.12475848516733
"737",bvil,0.0783900394149507
"738",bhig,0.00700900788216293
"739",bhig,0.0464054362795204
"740",bhig,0.0165686082457863
"741",bvil,0.0167185944534242
"742",infr,0.0243494556936622
"743",infr,0.0136119820585251
"744",tran,0.038400162243139
"745",bhig,0.0381332362054996
"746",bhig,0.0371874458343387
"747",bhig,0.11117896839411
"748",fore,0.222428464134084
"749",tran,0.0302715719295815
"750",bind,0.145242561732287
"751",infr,0.0330276046213806
"752",gard,0.0378820176684931
"753",bind,0.0884127357901484
"754",bvil,0.00472599345387518
"755",bhig,0.357041809723755
"756",bhig,0.0157232860953771
"757",bhig,0.0381535244083558
"758",fore,0.0149400242210329
"759",fore,0.00725297718501091
"760",gard,0.00449683642897755
"761",fore,0.115586994771086
"762",bhig,0.068619443026064
"763",fore,0.00287930837868154
"764",gree,0.0665339581263363
"765",bvil,0.183783190343499
"766",bind,0.208144369378204
"767",bvil,0.0339564671910508
"768",bind,0.0646501113603115
"769",bvil,0.252547619960431
"770",gard,0.00292793679531291
"771",gree,0.29484992343796
"772",ceme,0.00965985328048468
"773",fore,0.0141323714509457
"774",gree,0.0734423395213615
"775",infr,0.0681126732476503
"776",infr,0.0322618112748861
"777",bvil,0.0946916207332164
"778",bcen,0.00290186323499307
"779",bhig,0.0353855410016775
"780",bcen,0.243456221253673
"781",bvil,0.130712331320763
"782",bcen,0.33415685444166
"783",bhig,0.00529652288706601
"784",bhig,0.0273965123564005
"785",bvil,0.0200651746013686
"786",bvil,0.00735734048451483
"787",bvil,0.0540805040985197
"788",bvil,0.00989544716131128
"789",bvil,0.05174921911937
"790",wate,0.0104869246786535
"791",bind,0.0176700142079685
"792",bvil,0.00835249115100503
"793",gree,0.426131709980898
"794",fore,0.0270440657892525
"795",fore,0.0785629992557391
"796",bcen,0.0501644716491848
"797",bvil,0.120821534150563
"798",bind,0.0226452397153676
"799",bvil,0.0845324651279599
"800",rude,0.00770138211465627
"801",rude,0.0276144360359311
"802",rude,0.0271422129672579
"803",bind,0.00414084312034398
"804",gree,0.293504861464038
"805",fore,0.265848133165661
"806",bind,0.016959169075828
"807",tran,0.107169388780346
"808",bhig,0.174516165151
"809",bind,0.0138229779995754
"810",bhig,0.326935154708698
"811",wate,0.0116580671705231
"812",bvil,0.0189797086581253
"813",bvil,0.0201381158239245
"814",bvil,0.0150355763305053
"815",bhig,0.106235061973363
"816",gree,0.131047246808067
"817",bind,0.00994815000534058
"818",bhig,0.0641630052212365
"819",tran,0.335015265645489
"820",bvil,0.0138776413456798
"821",bind,0.144095138807237
"822",bind,0.0387118355355263
"823",bind,0.099755154707633
"824",bind,0.101030804428026
"826",bcen,0.11331188292646
"827",bvil,0.0262788894278258
"828",infr,0.0490797704929933
"829",infr,0.0373579781516865
"830",bcen,0.793839767135441
"831",infr,0.11355277328375
"832",bind,0.0217804512688443
"833",bind,0.0705003804815263
"834",gree,0.257894155796893
"835",bhig,0.0059607202513665
"836",bcen,0.735731076705351
"837",fore,0.448616395124035
"838",fore,0.0117356949025989
"839",rude,0.0865998584399223
"840",bvil,0.00321107068753242
"841",bhig,0.00637003336081281
"842",bvil,0.0256151094286144
"843",bvil,0.0226974651321471
"844",tran,0.0077810345476605
"845",bind,0.00234695629195869
"846",bind,0.00357465997171774
"847",bhig,0.137584005556373
"848",bvil,0.0217202496759631
"849",gard,0.0344528574409448
"850",gard,0.187761949065983
"851",fore,0.466833231662855
"852",fore,0.0179372843275927
"853",fore,0.038778550322175
"854",rude,0.014297086086385
"855",fore,0.00347239588040859
"856",bhig,0.00142408921803534
"857",bhig,0.0868600577436462
"858",rude,0.0146884982418269
"859",bvil,0.00337114292931557
"860",bvil,0.0101592695380151
"861",bvil,0.105787515903655
"862",bhig,0.00729201035121083
"863",bvil,0.0873373343971819
"864",bhig,0.0707469335302114
"865",gard,0.0188322884976864
"866",rude,0.0518724528730139
"867",bcen,0.129462359357961
"868",bind,0.0665576653806716
"869",bind,0.108231356136713
"870",bcen,0.0377208366762847
"871",bhig,0.0356407574458271
"872",bhig,0.0467467567807361
"873",bhig,0.0196194539725818
"874",bind,0.0512012447698796
"875",bind,0.0035773332920298
"876",bhig,0.0291850436307415
"877",bind,0.0323138775638193
"878",bcen,0.0199886326554939
"879",gree,0.0309318242228609
"880",bhig,0.130984922805333
"881",bvil,0.0101360871108674
"882",gree,0.00849223356588586
"883",gree,0.00849216941371467
"884",bvil,0.0543009094277918
"885",bvil,0.17608519473147
"886",bcen,0.845593793375015
"887",bind,0.0415549464735352
"888",bind,0.00386471012876928
"889",gree,0.0381619041324109
"890",gree,0.00951887667924166
"891",gree,0.01615002173841
"892",gree,0.0448550423776805
"893",tran,0.0171677652251981
"894",bvil,0.0551029881234765
"895",bhig,0.00701524864348769
"896",bvil,0.0174357133369036
"897",gree,0.00993345605675876
"898",gree,0.0514683609161172
"899",bhig,0.00187293563812971
"900",bhig,0.00225037591874599
"901",gree,0.0121444125860929
"902",gree,0.0462603148541749
"903",infr,0.0102634942983389
"904",gree,0.0189832902395725
"905",bind,0.0150283932185918
"906",bcen,0.236848059783764
"907",bvil,0.211602621891035
"908",bhig,0.166594727177069
"909",bhig,0.119726924200878
"910",gard,0.0472782966426574
"911",fore,0.258964106141157
"912",fore,0.170226078629099
"913",gree,0.0660286069137584
"914",gree,0.0297171807764685
"915",infr,0.0113120698795486
"916",bind,0.00482307214445248
"917",bind,0.0462809807217633
"918",bind,0.0036268042589426
"919",rude,0.00847558508602344
"920",rude,0.0124835506947935
"921",bind,0.0133106898790896
"922",bind,0.00428928420169652
"923",bind,0.00333020017750561
"924",bvil,0.00392604358199239
"925",bvil,0.313059932255454
"926",bind,0.00267756635665707
"927",gard,0.00489997221388295
"928",bind,0.00355562013588101
"929",bvil,0.0368063721040189
"930",rude,0.0169792259697616
"931",bind,0.0171450230446607
"932",bhig,0.0164181382159218
"933",bind,0.0077248477832526
"934",gard,0.0323092854114436
"935",gree,0.166812525460422
"936",gree,0.0288069793520626
"937",rude,0.00218027579771727
"938",gree,0.0126650639029592
"939",bind,0.00800056448934972
"940",rude,0.00904823481930792
"941",rude,0.00424050271978974
"942",gree,0.00940170969368704
"943",fore,0.104606089396341
"944",gard,0.0525589469991028
"945",gree,0.0132661147130281
"946",gard,0.0220755359572917
"947",mead,0.0135116810622215
"948",fore,0.276729459597968
"949",bvil,0.0275461874434352
"950",bvil,0.340660137856014
